	fullname	id	likes	replies	retweets	text	timestamp	url	user	sentiment score
213	Nyembezi Mwanza	952246609122877440	2	0	0	Is the Cholera Situation in Zambia improving or not ?  What's happening? I miss school  #cholerawatch	2018-01-13 18:30:58	/Dorothie97/status/952246609122877441	Dorothie97	0.0
214	Trewby Kaumba	952241572694888448	0	0	0	@VincentMwale what are the latest numbers #CholeraWatch	2018-01-13 18:10:57	/Trewbyk/status/952241572694888448	Trewbyk	0.5
215	Jelena Kraljic	952231424068812800	0	2	0	So does this mean school is back on Monday? #cholerawatch #zambia	2018-01-13 17:30:37	/Jellzk/status/952231424068812802	Jellzk	-0.15625
216	RealAlchi	952228897462149120	0	0	0	"#Zambia Bowman is giving a warning to whoever is politicize cholera, really we are dealing with so much nonsense in our country. 
Hunger cause riots in kanyama unlike the propaganda peddled on #Znbc #CholeraWatch"	2018-01-13 17:20:35	/RealAlchi/status/952228897462149120	RealAlchi	0.10000000000000002
217	Mwebantu	952213568526667776	12	0	12	#ZAMBIA: Ministry of Health has decided to reduce the threat level on Cholera as the new cases of infection keep on dropping each day. #EndCholera #CholeraWatch	2018-01-13 16:19:40	/Mwebantu/status/952213568526667777	Mwebantu	0.13636363636363635
218	Mwebantu	952210827972698112	6	0	2	#ZAMBIA: 2 million doses of the oral Cholera vaccine are already in country. #EndCholera #CholeraWatch	2018-01-13 16:08:47	/Mwebantu/status/952210827972698112	Mwebantu	0.0
219	Mwebantu	952210478918402048	18	2	18	#ZAMBIA: Churches NOT in the epicenters are free to gather and worship tommorow, says Hon. @VincentMwale but Churches are not allowed to bus in members from epicenters. #CholeraWatch #EndCholera	2018-01-13 16:07:24	/Mwebantu/status/952210478918402048	Mwebantu	0.4
220	Mwebantu	952210049174253568	10	7	6	#ZAMBIA: Tokyo Market is illegal and security services will close it tomorow says Hon. @VincentMwale during a Ministerial briefing on Cholera. #EndCholera #CholeraWatch	2018-01-13 16:05:41	/Mwebantu/status/952210049174253570	Mwebantu	-0.5
221	Mwebantu	952209668461481984	11	1	11	#ZAMBIA: Private and Government reopening review set for January,23rd, 2018. #EndCholera #CholeraWatch	2018-01-13 16:04:10	/Mwebantu/status/952209668461481984	Mwebantu	0.0
222	Mwebantu	952209159256264704	10	1	7	#ZAMBIA: International Schools to reopen on the January, 16th, 2018. Govt closed all schools in the country in the wake of a Cholera.#EndCholera #CholeraWatch	2018-01-13 16:02:09	/Mwebantu/status/952209159256264704	Mwebantu	-0.05
223	Martha  🦋	952202250784518144	2	1	1	"""We have not hired any foreign experts to come and assess the #CholeraCrisis at our own cost but we have friends who out of their own concern came in to help with response. 90% of resources for response are from the Zambian govt & well wishers""
Minister of Health 
#CholeraWatch"	2018-01-13 15:34:42	/ChilongoshiM/status/952202250784518145	ChilongoshiM	0.35833333333333334
224	Martha  🦋	952201418928205824	0	1	2	"Clarification: Churches in low risk areas were allowed to congregate but as a precaution, restricted from inviting and allowing people from the epicentres to congregate with them in order to prevent cross-contamination 
@VincentMwale
#CholeraWatch"	2018-01-13 15:31:23	/ChilongoshiM/status/952201418928205827	ChilongoshiM	0.0
225	Martha  🦋	952200800113254400	1	1	2	"SI on public gatherings gives authority to restrict gatherings in any area that is affected. As a precautionary measure, bars were restricted in areas that have been declared epicentres & those in low risk areas were given specific times to operate
@VincentMwale
#CholeraWatch"	2018-01-13 15:28:56	/ChilongoshiM/status/952200800113254401	ChilongoshiM	0.0
226	Martha  🦋	952200138042290176	1	1	1	"Public schools that have been inspected and meet the set measures will re-open on January 23rd
Minister of Health 
#CholeraWatch"	2018-01-13 15:26:18	/ChilongoshiM/status/952200138042290178	ChilongoshiM	0.0
227	Abel Chungu Musuka	952199736437673984	65	9	22	"We must be honest with ourselves as a people and the Government is a representation of the People. 

The only HH that incited Kanyama riots was HUMAN HUNGER!
#CholeraWatch #cholera #mediahttps://twitter.com/SylviaTMasebo/status/952098569103859712 …"	2018-01-13 15:24:42	/AbelMusuka/status/952199736437673986	AbelMusuka	0.19999999999999998
228	Martha  🦋	952199002082217984	1	1	1	"Departure from measures and interventions set by the Ministries  of Health and Local Government will attract closures immediately. Trading places/restaurants will need to have food handlers certified as we are dealing with a historical problem 
Minister of Health 
#CholeraWatch"	2018-01-13 15:21:47	/ChilongoshiM/status/952199002082217984	ChilongoshiM	0.0
229	Martha  🦋	952198270331351040	5	1	5	"A new location to be announced tomorrow for street vendors who were  displaced as a result of cleaning exercise. Illegal markets that don't have clean sanitary facilities & waste disposal mechanisms will be shut down tomorrow by men in uniform
@VincentMwale
#CholeraWatch"	2018-01-13 15:18:53	/ChilongoshiM/status/952198270331351040	ChilongoshiM	-0.07050505050505051
230	Martha  🦋	952197762606649344	4	2	5	"A few markets that have been assessed will re-open for business tomorrow after meeting the criteria including Libala Market, Mwambaluchembe market in George compound, New Soweto market, Kabwata market. All these are ready to be re-opened for business
@VincentMwale
#CholeraWatch"	2018-01-13 15:16:52	/ChilongoshiM/status/952197762606649345	ChilongoshiM	0.04545454545454545
231	Leo.. 🖌	952197453704515584	1	1	0	Everyone seems quiet today........ injury weekend or #CholeraWatch	2018-01-13 15:15:38	/LeoChibomba/status/952197453704515586	LeoChibomba	0.0
232	Martha  🦋	952196952770392064	1	1	2	"60% of Ministry of Health vaccination target has been met
#CholeraWatch"	2018-01-13 15:13:39	/ChilongoshiM/status/952196952770392066	ChilongoshiM	0.0
233	Martha  🦋	952196718354935808	0	1	2	"Market health committees will have to be put in place and inspections carried out regularly in trading places.
Minister of Health 
#CholeraWatch"	2018-01-13 15:12:43	/ChilongoshiM/status/952196718354935808	ChilongoshiM	0.0
234	Martha  🦋	952196364850663424	3	1	3	"International schools and some trading places to re-open next week on condition that they provide and improve their sanitary facilities.
Minister of Health
#CholeraWatch"	2018-01-13 15:11:18	/ChilongoshiM/status/952196364850663424	ChilongoshiM	0.0
235	Martha  🦋	952195779472617472	19	2	21	"87 #Cholera cases since midnight
2992 cases in Lusaka
2754 cases treated and discharged
67 deaths in total for Lusaka
3148 cumulative cases country-wide
72 cumulative deaths country-wide
Minister of Health
#CholeraWatch"	2018-01-13 15:08:59	/ChilongoshiM/status/952195779472617472	ChilongoshiM	0.0
236	WWF Zambia	952183570575056896	4	0	1	A good time for #Zambia to #GoGreen2018 especially in the wake of Cholera. It's time to clear  up our act #CholeraWatch https://twitter.com/wwfafrica/status/951816057928462337 …	2018-01-13 14:20:28	/wwfzambia/status/952183570575056896	wwfzambia	0.26666666666666666
237	chanel vandermerwe	952145426668490752	2	0	0	I miss eating out and having a cocktail #CholeraWatch	2018-01-13 11:48:54	/Chanel_Songz/status/952145426668490755	Chanel_Songz	0.0
238	Ph Barragne-Bigot	952135765626183680	6	1	6	En 2017, la R.D.Congo reste le plus gros foyer de choléra (représentant 88% des cas de l’Afrique de l’Ouest et du Centre) avec plus de 55.000 cas prêt de 1.200 décès et connait actuellement sa pire épidémie depuis 1994. #CholeraWatch pic.twitter.com/Qa3bVQy9qW	2018-01-13 11:10:31	/PhBarragne/status/952135765626183681	PhBarragne	0.0
239	Chirwa Jeff Daniel	952126723193294848	0	0	0	hehehe pick n pay woodlands is now cholera free #cholerawatch	2018-01-13 10:34:35	/amthejaycee/status/952126723193294848	amthejaycee	0.4
240	Mr. Kalunga	952095401905147904	0	0	0	After causing somewhat of unemployment through the cleaning of the CBD's in the country. This would have been the best time to allocate that Presidential Empowerment and Youth empowerment Funds to the marketeers and traders... #CholeraWatch #Zambia	2018-01-13 08:30:07	/KalungaClaude/status/952095401905147904	KalungaClaude	1.0
241	Chola Simwanza	952085787037839360	3	0	1	#CholeraWatch pic.twitter.com/9UysSzNRaW	2018-01-13 07:51:55	/TheClassyDoctor/status/952085787037839360	TheClassyDoctor	0.0
242	its a Nick thing	952084560350797824	1	1	0	Maybe violence is the side effect of the vaccine says @michael_muzo. #CholeraWatch	2018-01-13 07:47:02	/nmwela/status/952084560350797824	nmwela	0.0
243	Miyanda Matanga	952069073126526976	0	0	0	On one hand, we have Mayor of Lusaka still talking about a radio station and popularity wars in times of #CholeraWatch  and on the other Amos Chanda  is attributing riots to UPND...is this denial or what?	2018-01-13 06:45:30	/Mis_try/status/952069073126526977	Mis_try	-0.125
244	The glamorous wife 👑	951990866134159360	1	0	0	"Dear zambian artists..

Go and Actually make Zambia clean!! Don't just sing about it !!  #CholeraWatch #keepzambiaclean"	2018-01-13 01:34:44	/JuluvJu/status/951990866134159361	JuluvJu	0.4475911458333334
245	AlbinNilsonn	952568502099087360	0	0	0	#CholeraWatch #Zambiapic.twitter.com/SAksZ68A2h	2018-01-14 15:50:03	/AlbinNilsonn/status/952568502099087367	AlbinNilsonn	0.0
246	Kopala_Gee	952558744277258240	0	0	0	"#ZAMBIA: 2 million doses of the oral
Cholera vaccine are
already in country. #EndCholera #CholeraWatch monday will be hetic no doubt :("	2018-01-14 15:11:16	/Kopala_Gee/status/952558744277258240	Kopala_Gee	-0.75
247	Nyasalandian  🇲🇼	952537664527446016	1	1	0	"#Malawi
#TigonjetseCholera #DefeatCholera #TipeweCholera #PreventCholera
@AtupeleMuluziMP  |Ministry of Health 
#CholeraWatch pic.twitter.com/4s080o6XsP"	2018-01-14 13:47:31	/akefegift/status/952537664527446016	akefegift	0.0
248	AfreeCan  🇲🇼	952537259005366272	0	0	0	"#Malawi
#TigonjetseCholera #DefeatCholera #TipeweCholera #PreventCholera
@AtupeleMuluziMP  |Ministry of Health 
#CholeraWatch pic.twitter.com/Zk9r0zE8sm"	2018-01-14 13:45:54	/GiftAkefe/status/952537259005366273	GiftAkefe	0.0
249	Harvey	952506691232452608	0	0	0	All street vendors to be relocated to city market #CholeraWatch	2018-01-14 11:44:26	/Teemak_mapizza/status/952506691232452608	Teemak_mapizza	0.0
250	Daughter of Wakanda	952504757909901312	1	0	1	"Just put it another way, how many people would want to do business with someone who despite their talent or potential is constantly getting sick from easily preventable things? Who would give that person money/responsibility?
Now ask why Zambia is still poor.
#CholeraWatch"	2018-01-14 11:36:45	/sam_e13/status/952504757909901314	sam_e13	-0.030158730158730163
251	Daughter of Wakanda	952504215561175040	1	0	1	Our image is down the toilet (no pun intended) and it will take a lot to build it back. Do our leaders not realise that such an imagine affects a lot? Do we as Zambians not realise that we will stay poor if we don't call out such? #CholeraWatch	2018-01-14 11:34:36	/sam_e13/status/952504215561175040	sam_e13	-0.09814814814814815
252	Daughter of Wakanda	952503619772993536	1	2	1	"Friends and colleagues and they have told their circles. Now imagine how many people went to Zambia in the few weeks and experienced this in person. How many heard a version of the disease stricken Zambia and how many will inevitably exaggerate the story.
#CholeraWatch"	2018-01-14 11:32:14	/sam_e13/status/952503619772993536	sam_e13	0.35000000000000003
253	Mwebantu	952481216174968832	8	0	7	#ZAMBIA: Traders removed from the Tokyo Market on the Tokyo way ring road market this morning.(Pictures by Salim Dawood) #EndCholera #CholeraWatch pic.twitter.com/6RAYO4y5ma	2018-01-14 10:03:12	/Mwebantu/status/952481216174968832	Mwebantu	0.0
254	Mwebantu	952471311548379136	1	0	2	#ZAMBIA: HOME Affairs Minister Steven Kampyongo has instructed inspector general of police to send more police officers to Kanyama, Misisi and John Leingh compounds following riots that broke out on Friday, January 12, 2018.#EndCholera #CholeraWatch pic.twitter.com/bcRhxXErSm	2018-01-14 09:23:51	/Mwebantu/status/952471311548379141	Mwebantu	0.18333333333333335
255	Lenin T. Chisaira	952459717246414848	2	0	0	#Zimbabwe on #cholera alert after 67 die in neighbouring #Zambia #CholeraWatch http://www.herald.co.zw/zimbabwe-on-cholera-alert/ …	2018-01-14 08:37:47	/LeninChisaira/status/952459717246414848	LeninChisaira	0.0
256	Keziah Sibo H Mwamba	952438656282890240	0	0	0	Follow the link below to download #cholera tayatu chinfye a sensitazing song by @LawrenceMwamba1 ft Chisha http://www.lmgospelmusic.com/?artists=lawrence-2 … . #keepzambiaclean #zambia #zedtwitter #retweet #zambianmusic #CholeraWatch pic.twitter.com/oM395lZoBF	2018-01-14 07:14:05	/Kaysibo1/status/952438656282890240	Kaysibo1	0.0
257	Mohamed Ndonga Chris	952406053987213312	0	0	0	qu'en est-il du Tchad? #CholeraWatch	2018-01-14 05:04:32	/ChrisNdonga/status/952406053987213312	ChrisNdonga	0.0
258	Mthoniswa Banda	952991721536749568	1	0	0	#Zambia needs more of clean flushable toilets, better #wastemanagement  and running water in #foodmarkets. As long as #feacal matter freely mingles with food the #CholeraWatch #cholera in #lusaka wont end. Involve #communityradio 4 BCC @Panos_PSAf	2018-01-15 19:51:46	/mthoniswa/status/952991721536749568	mthoniswa	0.3433333333333334
259	Black Moses 𓃵	952987961066426368	2	0	0	"Eh. Cholera yafika ku England. #CholeraWatch
http://www.dailymail.co.uk/health/article-5262305/Diarrhoea-vomiting-bug-tap-water.html …"	2018-01-15 19:36:50	/FirstZambian/status/952987961066426369	FirstZambian	0.0
260	Moringa Initiative Z	952947371863928832	0	0	0	"There is a 50% reduction in the number of #cholera cases being recorded in the country. 
Let's keep up the good work #Zambia and keep our country clean. Be a part of the solution not part of the pollution.
#CholeraWatch #cleanupZambia #healthmatters #noplasticbags #pollutionfreepic.twitter.com/Bgf4maIX0V"	2018-01-15 16:55:33	/MoringaZambia/status/952947371863928832	MoringaZambia	0.5333333333333333
261	Tom Lee	952934789786595328	3	0	3	While the army is controlling the illegal vending in town, LCC needs to up their garbage collection game. #CholeraWatch cc Hon @VincentMwalepic.twitter.com/1gGEwkJ2N4	2018-01-15 16:05:33	/MrYobe/status/952934789786595328	MrYobe	-0.45
262	Beyond Ourselves	952928702492479488	5	0	2	The Ministry of Education have announced today that because of a decline in new cholera cases nationwide, schools in #Zambia can reopen in the next week or so, which is great news for all of our students! #CholeraWatch	2018-01-15 15:41:21	/BOZambia/status/952928702492479489	BOZambia	0.37878787878787873
263	StartUp Business.EU	952901019339456512	0	0	0	RT StartupGrind: RT sandrasphiri: Thank you very much BillGates Foundation gateshealth for the #cholera vaccines to #Zambia and #Somalia. #CholeraWatch https://twitter.com/AnitaEDD/status/951701067703578624 … #Startup #BizTips	2018-01-15 13:51:21	/StartUpBizEU/status/952901019339456513	StartUpBizEU	0.26
264	Startup Shenanigans	952898704436027392	0	0	0	RT sandrasphiri: Thank you very much BillGates Foundation gateshealth for the #cholera vaccines to #Zambia and #Somalia. #CholeraWatch https://twitter.com/AnitaEDD/status/951701067703578624 …	2018-01-15 13:42:09	/startup_shenan/status/952898704436027393	startup_shenan	0.26
265	Sandras J Phiri	952892097018908672	5	0	3	Thank you very much @BillGates Foundation @gateshealth for the #cholera vaccines to #Zambia and #Somalia. #CholeraWatch https://twitter.com/AnitaEDD/status/951701067703578624 …	2018-01-15 13:15:54	/sandrasphiri/status/952892097018908672	sandrasphiri	0.26
266	Tweetography	952887714885570560	1	0	0	"Leadership demands that when people are aggrieved and seek audience with thee, thou hearken unto them.

Thou shall not teargas thy people.
Thou shall not abuse thy ""Big Stick""

#CholeraWatch #Zambia"	2018-01-15 12:58:29	/chr779/status/952887714885570560	chr779	0.0
267	Innocent Siachitoba	952873197862612992	4	0	1	"BOMA YOU HAVE WORKED.KUDOS !
#EndCholera....#CholeraWatch https://twitter.com/VincentMwale/status/952811347829510144 …"	2018-01-15 12:00:48	/siachitoba/status/952873197862612993	siachitoba	0.0
268	Hype Communications	952871813436067840	0	0	0	#CholeraWatch https://twitter.com/Mwebantu/status/952863681859158016 …	2018-01-15 11:55:18	/Hypecomms/status/952871813436067840	Hypecomms	0.0
269	Teza Chila	952867779241218048	4	2	1	Health Inspectors presently at Mikiti Nshima joint taking samples. #CholeraWatch pic.twitter.com/2cWJJZYzj0	2018-01-15 11:39:16	/tezachila/status/952867779241218048	tezachila	0.0
270	WELCOME TO ZAMBIA	952866988837294080	7	1	0	Manje ma schools fees tilimbe,  boma iyanganepo...  #Zambia #CholeraWatch	2018-01-15 11:36:08	/Paul_Chibamba/status/952866988837294080	Paul_Chibamba	0.0
271	Mweemba Banda	952865446503600128	1	0	0	We need safe and clean drinking water, prayer won't end Cholera, these are man made disasters, remember cleanliness is next to Godliness. Don't misuse prayer. No one messes their house and turns to prayer to make it clean. #CholeraWatch #Fasting	2018-01-15 11:30:00	/m_barnder/status/952865446503600128	m_barnder	0.30833333333333335
272	Mwebantu	952863681859158016	10	1	3	"#ZAMBIA:"" Overall, a total of 895,873 (74%) of the targeted headcount population has been vaccinated.Despite scaling down risk levels, we are not going to slow down our response efforts but quadruple until we arrest the outbreak."" #EndCholera #CholeraWatch"	2018-01-15 11:22:59	/Mwebantu/status/952863681859158016	Mwebantu	-0.1101851851851852
273	Mwebantu	952863365533233152	2	0	2	"#ZAMBIA:""As of Day 5 of the campaign, Chawama had recorded 162,742 total vaccinations (68%); Kanyama 217,378 total vaccinated (90%); Matero 195,007 total vaccinated (55%)  Chipata 320,746 (87%)."" #EndCholera #CholeraWatch"	2018-01-15 11:21:44	/Mwebantu/status/952863365533233152	Mwebantu	0.0
274	Mwebantu	952862933435994112	5	0	2	#ZAMBIA: The Oral Cholera Vaccine campaign has had overwhelming response from the public. #EndCholera #CholeraWatch	2018-01-15 11:20:01	/Mwebantu/status/952862933435994112	Mwebantu	0.25
275	Mwebantu	952862412608335872	0	0	1	"#ZAMBIA:""Cumulative death toll in Lusaka is at 68. In other districts a total of 171 cases (149 treated and discharged) and 6 deaths have been recorded cumulatively to-date."" #EndCholera #CholeraWatch"	2018-01-15 11:17:57	/Mwebantu/status/952862412608335872	Mwebantu	-0.0625
276	Mwebantu	952862153442320384	0	0	4	"#ZAMBIA: "" Countrywide – we have a cumulative total of 3260 cases and 74 deaths; of these Lusaka has recorded 3,089 cases, 2,913 of who were successfully treated and discharged as at 06:00 today."" #CholeraWatch #EndCholera"	2018-01-15 11:16:55	/Mwebantu/status/952862153442320384	Mwebantu	0.375
277	Mwebantu	952861828454940672	0	0	3	"#ZAMBIA: ""A total of eight (8) new suspected cases have been recorded in other districts in the last 24 hours:  Four (4) in Mazabuka, Three (3) in Chikankata, and one (1) in Chongwe."" #EndCholera #CholeraWatch"	2018-01-15 11:15:37	/Mwebantu/status/952861828454940673	Mwebantu	0.10227272727272727
278	Mwebantu	952861233803382784	1	0	1	"#ZAMBIA:""Lusaka district has reported 92 in total under treatment (17 at CTUs and 75 at the Cholera Hospital) after 64 discharges in the last 24 hours."" #EndCholera #CholeraWatch"	2018-01-15 11:13:16	/Mwebantu/status/952861233803382784	Mwebantu	0.0
279	Mwebantu	952860929452052480	0	0	1	"#ZAMBIA:""9 cases reported from Heroes Cholera Hospital,3 are from Chipata sub-district, 4 from Matero sub-district and 2 from Kanyama sub-district."" #EndCholera #CholeraWatch"	2018-01-15 11:12:03	/Mwebantu/status/952860929452052480	Mwebantu	0.0
280	Mwebantu	952860360779984896	0	0	2	"#ZAMBIA: ""Of the new  cases: 3 at Chipata CTU, 11 at Kanyama CTU, Zero at Bauleni CTU, 4 at Chawama CTU,1 at Matero CTU, 1 at Chelstone CTU and 9 at Heroes Cholera Hospital. There were no deaths recorded in the last 24 hours."" #EndCholera #CholeraWatch"	2018-01-15 11:09:47	/Mwebantu/status/952860360779984897	Mwebantu	0.21212121212121213
281	Mwebantu	952860075051364352	0	0	0	"#ZAMBIA:""In the last 24 hours, we had 29 cases compared to the 68 recorded over the same period."" #EndCholera #CholeraWatch"	2018-01-15 11:08:39	/Mwebantu/status/952860075051364352	Mwebantu	0.0
282	Mwebantu	952859607483011072	3	0	0	"#ZAMBIA: ""We have continued to record a marked reduction in the number of new cholera cases following the robust interventions we put up. In the last 24 hours, we had 29 cases compared to the 68 recorded over the same period."" says Dr. Chilufya #EndCholera #CholeraWatch"	2018-01-15 11:06:48	/Mwebantu/status/952859607483011072	Mwebantu	0.04727272727272727
283	Mwebantu	952852661782634496	13	6	13	#ZAMBIA: A group of people have gathered near the Kamwala trading area. It is been alleged that the people are made of former street vendors, who have been forced off the streets by the security services who enforcing SI No 79. #EndCholera #CholeraWatch pic.twitter.com/PNlsrCg3zz	2018-01-15 10:39:12	/Mwebantu/status/952852661782634505	Mwebantu	-0.07500000000000001
284	Mphatso	952849852320354304	0	0	0	Kamwala area is blocked...vendors are angry and trying to riot#zambia #CholeraWatch	2018-01-15 10:28:02	/m_nguluwe/status/952849852320354304	m_nguluwe	-0.5
285	Ephraim Chinga	952848015982817280	0	0	1	"Ministry of religious affairs declare 15th-22nd January a week of prayer & fasting. Really? How is cholera even a spiritual thing? Do we really need to pray and fast to maintain proper standards of hygiene?
#CholeraWatch
#Zambia"	2018-01-15 10:20:44	/ChingaEphraim/status/952848015982817280	ChingaEphraim	0.10000000000000002
286	Top Travel Allergy	952837218766213120	0	0	0	"Scientists are also using data #satellites to solve a #worldwide problem: predicting #cholera #outbreaks. #cholerawatch
https://www.scientificamerican.com/article/satellites-predict-a-cholera-outbreak-weeks-in-advance/ …"	2018-01-15 09:37:50	/TopTravelClinic/status/952837218766213120	TopTravelClinic	0.0
287	Davie Tembo	952831241551863808	0	0	0	Common ba Mwale, apa I have confidence in you and your interventions to combat Cholera, continue with your good works and assure us that the multi sectoral team will continue to monitor the sanity of the nation post outbreak #Cholerawatch #CholeraOutBreak #health	2018-01-15 09:14:05	/tembo_davie/status/952831241551863808	tembo_davie	0.19999999999999998
288	Mwebantu	952825849941815296	2	1	4	#ZAMBIA: Security Services in enforcing SI No 79 watch over a group of people near Kamwala trading area, who are allegedly attempting to march to State House. #EndCholera #CholeraWatch pic.twitter.com/fCInLU7eqM	2018-01-15 08:52:39	/Mwebantu/status/952825849941815296	Mwebantu	0.0
289	Mwebantu	952825641937883136	4	2	5	#ZAMBIA: A group of people have been stopped near Kamwala trading area, by the security services who are enforcing SI No 79. The people allegedly attempted to march to State House. #EndCholera #CholeraWatch (Picture by Mukwima Chilala) pic.twitter.com/dEZKclkizS	2018-01-15 08:51:50	/Mwebantu/status/952825641937883136	Mwebantu	0.0
290	Gabriel Aristo Simz	952809726005276672	0	0	0	"Happy New Year. 

We are still fighting the Cholera epidermic in the country's capital. We all need to stay alert and fight for the betterment of our nation. 

#RememberToStayClean
#CholeraWatch. 
#My country #Your country #Our country"	2018-01-15 07:48:35	/Aristosimz/status/952809726005276673	Aristosimz	0.4681818181818182
291	Tweetography	952798891732340736	1	0	0	"How would @SpectatorKalaki put it?
Maybe when we fast we won't need the toilets very much?
#CholeraWatch
#Zambiahttps://twitter.com/LauraMiti/status/952778701518901248 …"	2018-01-15 07:05:32	/chr779/status/952798891732340736	chr779	0.23
292	Vaccines Are Good	952797582014722048	0	0	0	"This is a drop in the number of #CholeraWatch cases from the 68 recorded yesterday.

Great multisectoral intervention. 

Markets opening, street vending curbed,  schools open next week and a ""better normal"" looms for #Zambia and tge greater City of #Lusaka"	2018-01-15 07:00:20	/dien_vaccines/status/952797582014722050	dien_vaccines	0.325
293	Vaccines Are Good	952795147162578944	0	1	0	"Only 26 cases of #CholeraWatch in the last 24 hours from John Laing, George compound and Kamwala South.  The Vaccination teams will be moving in those areas today.
 #Zambia"	2018-01-15 06:50:39	/dien_vaccines/status/952795147162578944	dien_vaccines	0.0
294	Vaccines Are Good	952793540035272704	0	1	0	Day 5 of #cholerawatch and 895,873 #Zambia n's in four subdistricts have received the first dose of oral cholera vaccine	2018-01-15 06:44:16	/dien_vaccines/status/952793540035272704	dien_vaccines	0.25
295	Vaccines Are Good	952791821008166912	1	1	0	"No business is worth any life lost due to #cholerawatch

It's not about ""how I will feed my children"" but about welfare of many including your children.

Some livelihoods will definitely be altered forever."	2018-01-15 06:37:26	/dien_vaccines/status/952791821008166912	dien_vaccines	0.16875
296	Yehoshua Goma	952786955963596800	0	0	0	"So...what are the prayer points for today?
#askingforafriend
#CholeraWatch"	2018-01-15 06:18:06	/RadicalCreativ3/status/952786955963596800	RadicalCreativ3	0.0
297	Zondola Chirwa	952785439609511936	1	0	0	"Hmm, I have mixed feelings about this. So batenga nama pajero yama halla binangu. Damn. 
#CholeraWatch pic.twitter.com/4q6WubISiP"	2018-01-15 06:12:05	/TheNameIsZondo/status/952785439609511936	TheNameIsZondo	0.0
298	 🇿🇲BUY ZAMBIAN 🇿🇲	951553038149406720	0	0	0	69 deaths is too much...#CholeraWatch https://twitter.com/Mwebantu/status/951424420257640453 …	2018-01-11 20:34:57	/TopZedBrands/status/951553038149406720	TopZedBrands	0.0
299	Chabijuana	951499406460801024	0	0	0	Cholera tinayamba teka. I remember when every 3-6 months those vacuum tankers would come by to empty the septic tanks... Now we just let the overflow and ignore the effluence like it was some sign of affluence.#CholeraWatch	2018-01-11 17:01:51	/chabikateule/status/951499406460801025	chabikateule	-0.05416666666666667
300	Chilufya	951491182533767168	1	0	0	"Am impressed with the man who sells pop corns near my hood the man has washing paste and washing  bucket for his customers and he is busy educating kids on cleaness who are buying from him.
#SipsAcid
#CholeraWatch"	2018-01-11 16:29:10	/Psalmist115/status/951491182533767170	Psalmist115	0.4000000000000001
301	Davie Tembo	951485031549194240	0	0	0	I hope all these funds that are being donated can be accounted for at the end of epidemic #Cholerawatch #CholeraOutBreakhttps://twitter.com/Mwebantu/status/951440135312347137 …	2018-01-11 16:04:43	/tembo_davie/status/951485031549194240	tembo_davie	0.0
302	Mwebantu	951482703597264896	14	0	6	#ZAMBIA: FMCG manufacturer @Trade_Kings Group, through its Trade Kings Foundation Cholera Relief Project has committed to distribute 1.2 million bottles of chlorine over a period of four months. #CholeraWatch #EndCholerapic.twitter.com/hdMawrXqSA	2018-01-11 15:55:28	/Mwebantu/status/951482703597264896	Mwebantu	0.0
303	Chalimba Phiri	951462342990159872	0	0	0	@VincentMwale How much is needed to fight cholera #CholeraWatch Cc.@shibesa2	2018-01-11 14:34:34	/ChaliPhiri/status/951462342990159872	ChaliPhiri	0.2
304	Mwebantu	951457664130863104	11	1	5	#ZAMBIA: Unilever Zambia will support Government efforts to swiftly end the current cholera epidemic by donating over K 175,400 of Product for use at cholera centres to protect staff and patients.#CholeraWatch #EndCholerapic.twitter.com/RjJEXNAFXd	2018-01-11 14:15:59	/Mwebantu/status/951457664130863104	Mwebantu	0.0
305	Vincent	951454642050883584	0	0	0	#ZAMBIA: Cholera Outbreak Update: January, 10th, 2018. #CholeraWatch https://mwebantu.com/2018/01/10/zambia-cholera-outbreak-update-january-10th-2018-cholerawatch/ …	2018-01-11 14:03:58	/Vincent22286589/status/951454642050883584	Vincent22286589	0.0
306	IG: mwabask	951441871439650816	1	0	0	Ndola in major clean up by soldiers. Most residents take by shock. Thought it was only in Lusaka. You can hear your echo in the streets #CholeraWatch	2018-01-11 13:13:13	/mwabask/status/951441871439650817	mwabask	0.23229166666666667
307	Mwebantu	951440135312347136	108	11	35	"#ZAMBIA: @HungryLionZM ""roars"" donates K 500,000 worth of support plus K 100,000 cash to the Cholera response. #EndCholera #CholeraWatch pic.twitter.com/EQiBD0vBha"	2018-01-11 13:06:19	/Mwebantu/status/951440135312347137	Mwebantu	0.3
308	ACA	951434832877416448	13	0	12	"Time to get involved!! the easy way!! view attached pictures #ZedVsCholera #GetInvolved #CholeraWatch #PreventCholera 

The ACA approached the Ministry of Health to ask how we could support the ongoing cholera response. @VincentMwale @whoops_c @Lulu3Lumbiwe @luchi7pic.twitter.com/UOVO5r69hV"	2018-01-11 12:45:15	/ZambiaAsks/status/951434832877416449	ZambiaAsks	0.6770833333333335
309	CITYDRIVE RENT A CAR	951432031329808384	0	0	0	Prevention is better than cure. #cholera #CholeraWatch #togetherwecan #cholera #preventioniskey #safewater #cleanwater #zambian #zambiapic.twitter.com/WYmsKNCHoT	2018-01-11 12:34:07	/CityDrive4You/status/951432031329808385	CityDrive4You	0.5
310	Dai Njobvu	951425431110062080	0	0	0	#Cholerawatch https://twitter.com/mwebantu/status/951423363993559040 …	2018-01-11 12:07:54	/dilizie/status/951425431110062080	dilizie	0.0
